院校名称,院校类型,是否是211,是否是985,是否有研究生院,院校隶属,所在地区,学校网址,特殊招生,学校排名,科学研究,星级,总分,人才培养,综合声誉,办学层次
河海大学,工科院校（本科）,211,,研,教育部,江苏,http://www.hhu.edu.cn/,['自主招生、艺术特长生、高水平运动员'],58,63.45,4,64.85,65.27,68.71,中国高水平大学
江南大学,综合院校（本科）,211,,,教育部,江苏,http://www.jiangnan.edu.cn/,['自主招生、高水平运动员'],81,62.38,3,63.78,64.34,67.06,中国知名大学
南京医科大学,医药院校（本科）,,,,江苏省教育厅,江苏,http://www.njmu.edu.cn/,[''],107,62.78,3,63.19,64.24,60.33,中国知名大学
南京工业大学,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.njut.edu.cn/,['高水平运动员'],110,62.61,3,63.14,64.29,60.33,中国知名大学
扬州大学,综合院校（本科）,,,,江苏省教育厅,江苏,http://www.yzu.edu.cn/,['高水平运动员'],111,62.15,3,63.12,64.64,60.49,中国知名大学
江苏大学,综合院校（本科）,,,,江苏省教育厅,江苏,http://www.ujs.edu.cn/,['高水平运动员'],117,62.18,3,62.96,64.32,60.33,中国知名大学
中国药科大学,医药院校（本科）,211,,,教育部,江苏,http://www.cpu.edu.cn/,['自主招生、艺术特长生、高水平运动员'],125,61.36,4,62.81,63.85,64.27,中国高水平大学
南京林业大学,林业院校（本科）,,,,江苏省教育厅,江苏,http://www.njfu.edu.cn/,[''],151,61.25,3,62.41,63.99,60.33,中国知名大学
南京邮电大学,综合院校（本科）,,,,江苏省教育厅,江苏,http://www.njupt.edu.cn/,['高水平运动员'],185,61.2,0,62.12,63.43,60.16,
南京中医药大学,医药院校（本科）,,,,江苏省教育厅,江苏,http://www.njutcm.edu.cn/,[''],191,60.81,3,62.08,63.73,60.16,中国知名大学
南京信息工程大学,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.nuist.edu.cn/,['高水平运动员'],211,60.93,0,61.96,63.36,60.16,
江苏师范大学,师范院校（本科）,,,,江苏省教育厅,江苏,http://www.xznu.edu.cn/,['高水平运动员'],216,60.85,0,61.95,63.36,60.33,
南通大学,综合院校（本科）,,,,江苏省教育厅,江苏,http://www.ntu.edu.cn/,['高水平运动员'],229,60.83,0,61.86,63.22,60.16,
常州大学,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.cczu.edu.cn/,[''],264,60.67,0,61.74,62.99,60.66,
江苏科技大学,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.ecsi.edu.cn/,[''],306,60.44,0,61.61,63.04,60.16,
南京财经大学,财经院校（本科）,,,,江苏省教育厅,江苏,http://www.njue.edu.cn/,['高水平运动员'],313,60.39,0,61.59,63.05,60.16,
徐州医学院,医药院校（本科）,,,,江苏省教育厅,江苏,http://www.xzmc.edu.cn/,[''],318,60.42,0,61.58,63.05,60,
南京审计学院,财经院校（本科）,,,,江苏省教育厅,江苏,http://www.nau.edu.cn/,[''],363,60.29,0,61.48,62.91,60.16,
苏州科技学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.usts.edu.cn/,['高水平运动员'],367,60.17,0,61.47,63.01,60.16,
江苏理工学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.jstu.edu.cn/,[''],392,60.2,0,61.43,62.89,60.16,
淮阴师范学院,师范院校（本科）,,,,江苏省教育厅,江苏,http://www.hytc.edu.cn/,[''],414,60.13,0,61.4,62.92,60,
南京工程学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.njit.edu.cn/,[''],422,60.05,0,61.39,62.97,60,
盐城师范学院,师范院校（本科）,,,,江苏省教育厅,江苏,http://www.yctc.edu.cn/,[''],422,60.15,0,61.39,62.9,60,
常州工学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.czu.cn/,[''],422,60.11,0,61.39,62.92,60,
淮海工学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.hhit.edu.cn/,[''],441,60.04,0,61.37,62.93,60,
盐城工学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.ycit.edu.cn/,[''],441,60.08,0,61.37,62.9,60,
淮阴工学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.hyit.edu.cn/,[''],482,60.03,0,61.34,62.89,60,
南京晓庄学院,师范院校（本科）,,,,江苏省教育厅,江苏,http://www.njxzc.edu.cn/,[''],524,60.1,0,61.19,62.46,60.16,
常熟理工学院,综合院校（本科）,,,,江苏省教育厅,江苏,http://www.cslg.cn/,[''],531,60.12,0,61.18,62.46,60,
金陵科技学院,综合院校（本科）,,,,江苏省教育厅,江苏,http://www.jit.edu.cn/,[''],547,60.02,0,61.16,62.5,60,
徐州工程学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.xzit.edu.cn/,[''],547,60.04,0,61.16,62.48,60,
江苏第二师范学院,师范院校（本科）,,,,江苏省教育厅,江苏,http://www.jsie.edu.cn/,[''],687,60.04,0,60.02,60,60,
泰州学院,师范院校（专科）,,,,江苏省教育厅,江苏,http://www.tzsz.net/,[''],702,60,0,60,60,60,
江苏警官学院,政法院校（本科）,,,,江苏省教育厅,江苏,http://www.jspi.cn/,[''],,,0,,,,
南京体育学院,体育院校（本科）,,,,江苏省教育厅,江苏,http://www.nipes.cn/,[''],,,0,,,,
南京艺术学院,艺术院校（本科）,,,,江苏省教育厅,江苏,http://www.njarti.edu.cn/,[''],,,0,,,,
民办明达职业技术学院,语言院校（专科）,,,,江苏省教育厅,江苏,http://www.mdut.cn/,[''],,,0,,,,
无锡职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.wxit.edu.cn/,[''],,,0,,,,
江苏建筑职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.jsjzi.edu.cn/,[''],,,0,,,,
南京工业职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.niit.edu.cn/,[''],,,0,,,,
南通纺织职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.nttec.edu.cn/,[''],,,0,,,,
苏州工艺美术职业技术学院,艺术院校（专科）,,,,江苏省教育厅,江苏,http://www.sgmart.com/,[''],,,0,,,,
连云港职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.lygtc.net.cn/,[''],,,0,,,,
镇江市高等专科学校,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.zjc.edu.cn/,[''],,,0,,,,
南通职业大学,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.ntvc.edu.cn/,[''],,,0,,,,
苏州职业大学,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.jssvc.edu.cn/,[''],,,0,,,,
三江学院,综合院校（本科）,,,,江苏省教育厅,江苏,http://www.sju.js.cn/,[''],,,0,,,,
沙洲职业工学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.szit.edu.cn/,[''],,,0,,,,
扬州市职业大学,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.yzpc.edu.cn/,[''],,,0,,,,
江苏经贸职业技术学院,财经院校（专科）,,,,江苏省教育厅,江苏,http://www.jseti.edu.cn/,[''],,,0,,,,
南京特殊教育职业技术学院,师范院校（专科）,,,,江苏省教育厅,江苏,http://www.njty.edu.cn/,[''],,,0,,,,
九州职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.jznu.com.cn/,[''],,,0,,,,
紫琅职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.zlvc.edu.cn/,[''],,,0,,,,
硅湖职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.usl.edu.cn/,[''],,,0,,,,
泰州职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.tzpc.edu.cn/,[''],,,0,,,,
南京森林警察学院,政法院校（本科）,,,,国家林业局,江苏,http://www.forestpolice.net/,[''],,,0,,,,
常州信息职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.ccit.js.cn/,[''],,,0,,,,
江苏联合职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.juti.cn/,[''],,,0,,,,
江苏海事职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.jmi.edu.cn/,[''],,,0,,,,
应天职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.ytc.edu.cn/,[''],,,0,,,,
无锡科技职业学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.wxstc.cn/,[''],,,0,,,,
扬州环境资源职业技术学院,农业院校（专科）,,,,江苏省教育厅,江苏,http://www.yzerc.edu.cn/,[''],,,0,,,,
南通农业职业技术学院,农业院校（专科）,,,,江苏省教育厅,江苏,http://www.ntac.edu.cn/,[''],,,0,,,,
苏州经贸职业技术学院,财经院校（专科）,,,,江苏省教育厅,江苏,http://www.szjm.edu.cn/,[''],,,0,,,,
苏州工业职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.siit.edu.cn/,[''],,,0,,,,
苏州托普信息职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.szetop.com/,[''],,,0,,,,
东南大学成贤学院,综合院校（本科）,,,,江苏省教育厅,江苏,http://cxxy.seu.edu.cn/,[''],,,0,,,,
无锡商业职业技术学院,财经院校（专科）,,,,江苏省教育厅,江苏,http://www.wxic.edu.cn/,[''],,,0,,,,
南通航运职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.ntsc.edu.cn/,[''],,,0,,,,
南京交通职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.njci.edu.cn/,[''],,,0,,,,
淮安信息职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.hcit.edu.cn/,[''],,,0,,,,
江苏农牧科技职业学院,农业院校（专科）,,,,江苏省教育厅,江苏,http://www.jsahvc.edu.cn/,[''],,,0,,,,
常州纺织服装职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.cztgi.edu.cn/,[''],,,0,,,,
苏州农业职业技术学院,农业院校（专科）,,,,江苏省教育厅,江苏,http://www.szai.edu.cn/,[''],,,0,,,,
苏州工业园区职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.ivt.edu.cn/,[''],,,0,,,,
太湖创意职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.thcyzy.org/,[''],,,0,,,,
炎黄职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.yhust.edu.cn/,[''],,,0,,,,
南京化工职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.njcc.edu.cn/,[''],,,0,,,,
正德职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.zdxy.cn/,[''],,,0,,,,
钟山职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.zscollege.com/,[''],,,0,,,,
无锡南洋职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.wsoc.edu.cn/,[''],,,0,,,,
江南影视艺术职业学院,艺术院校（专科）,,,,江苏省教育厅,江苏,http://www.jnys.cn/,[''],,,0,,,,
金肯职业技术学院,财经院校（专科）,,,,江苏省教育厅,江苏,http://www.jku.edu.cn/,[''],,,0,,,,
常州轻工职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.czili.edu.cn/,[''],,,0,,,,
常州工程职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.czie.net/,[''],,,0,,,,
江苏农林职业技术学院,农业院校（专科）,,,,江苏省教育厅,江苏,http://www.jsafc.net/,[''],,,0,,,,
江苏食品药品职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.jsfsc.edu.cn/,[''],,,0,,,,
建东职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.czjdu.com/,[''],,,0,,,,
南京铁道职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.njrts.edu.cn/,[''],,,0,,,,
徐州工业职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.xzcit.edu.cn/,[''],,,0,,,,
江苏信息职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.jsit.edu.cn/,[''],,,0,,,,
宿迁职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.cjsiu.com/,[''],,,0,,,,
南京信息职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.njcit.edu.cn/,[''],,,0,,,,
江海职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.jhu.cn/,[''],,,0,,,,
常州机电职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.czimt.edu.cn/,[''],,,0,,,,
江阴职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.jypc.org/,[''],,,0,,,,
无锡太湖学院,综合院校（本科）,,,,江苏省教育厅,江苏,http://www.thxy.org/,[''],,,0,,,,
中国矿业大学徐海学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://xhc.cumt.edu.cn/,[''],,,0,,,,
南京大学金陵学院,综合院校（本科）,,,,江苏省教育厅,江苏,http://jlxy.nju.edu.cn/,[''],,,0,,,,
南京理工大学紫金学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://zj.njust.edu.cn/,[''],,,0,,,,
南京航空航天大学金城学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://jc.nuaa.edu.cn/,[''],,,0,,,,
中国传媒大学南广学院,艺术院校（本科）,,,,江苏省教育厅,江苏,http://www.cucn.edu.cn/,[''],,,0,,,,
无锡城市职业技术学院,财经院校（专科）,,,,江苏省教育厅,江苏,http://www.wxcsxy.com/,[''],,,0,,,,
无锡工艺职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.wxgyxy.cn/,[''],,,0,,,,
金山职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.jinshan-cn.com/,[''],,,0,,,,
健雄职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.wjxvtc.cn/,[''],,,0,,,,
盐城工业职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.yctei.cn/,[''],,,0,,,,
江苏财经职业技术学院,财经院校（专科）,,,,江苏省教育厅,江苏,http://www.jscj.edu.cn/,[''],,,0,,,,
扬州工业职业技术学院,工科院校（专科）,,,,江苏省教育厅,江苏,http://www.ypi.edu.cn/,[''],,,0,,,,
南京理工大学泰州科技学院,工科院校（本科）,,,,江苏省教育厅,江苏,http://www.njusttz.edu.cn/,[''],,,0,,,,
南京师范大学泰州学院,师范院校（本科）,,,,江苏省教育厅,江苏,http://www.njnutz.com/,[''],,,0,,,,
浙江大学,综合院校（本科）,211,985,研,教育部,浙江,http://www.zju.edu.cn/,['自主招生、艺术特长生、高水平运动员'],6,83.41,5,80.45,78.34,77.54,中国一流大学
浙江工业大学,工科院校（本科）,,,,浙江省教育厅,浙江,http://www.zjut.edu.cn/,['高水平运动员'],93,63.11,3,63.41,64.29,60.84,中国知名大学
浙江师范大学,师范院校（本科）,,,,浙江省教育厅,浙江,http://www.zjnu.edu.cn/,['高水平运动员'],115,62.17,3,63.01,64.36,60.61,中国知名大学
宁波大学,综合院校（本科）,,,,浙江省教育厅,浙江,http://www.nbu.edu.cn/,['高水平运动员'],161,61.68,0,62.3,63.29,60.56,
浙江理工大学,工科院校（本科）,,,,浙江省教育厅,浙江,http://www.zstu.edu.cn/,['高水平运动员'],166,61.64,0,62.25,63.25,60.44,
杭州师范大学,师范院校（本科）,,,,浙江省教育厅,浙江,http://www.hznu.edu.cn/,[''],176,61.43,0,62.18,63.28,60.49,
温州医科大学,医药院校（本科）,,,,浙江省教育厅,浙江,http://www.wzmc.edu.cn/,[''],184,61.47,3,62.13,63.18,60.33,中国知名大学
浙江工商大学,财经院校（本科）,,,,浙江省教育厅,浙江,http://www.zjsu.edu.cn/,['高水平运动员'],194,61.08,3,62.05,63.33,60.44,中国知名大学
杭州电子科技大学,工科院校（本科）,,,,浙江省教育厅,浙江,http://www.hdu.edu.cn/,[''],226,60.85,0,61.88,63.23,60.28,
浙江农林大学,林业院校（本科）,,,,浙江省教育厅,浙江,http://www.zafu.edu.cn/,[''],246,60.88,0,61.79,63.02,60.16,
温州大学,工科院校（本科）,,,,浙江省教育厅,浙江,http://www.wzu.edu.cn/,[''],248,60.59,0,61.78,63.16,60.67,
中国计量学院,工科院校（本科）,,,,浙江省教育厅,浙江,http://www.cjlu.edu.cn/,[''],272,60.76,0,61.72,62.99,60.16,
浙江中医药大学,医药院校（本科）,,,,浙江省教育厅,浙江,http://www.zjtcm.net/,['高水平运动员'],276,60.5,0,61.7,63.18,60.16,
浙江财经大学,财经院校（本科）,,,,浙江省教育厅,浙江,http://www.zufe.edu.cn/,['高水平运动员'],318,60.38,0,61.58,63.05,60.16,
绍兴文理学院,师范院校（本科）,,,,浙江省教育厅,浙江,http://www.usx.edu.cn/,[''],333,60.35,0,61.54,62.98,60.16,
浙江海洋学院,农业院校（本科）,,,,浙江省教育厅,浙江,http://www.zjou.net.cn/,[''],363,60.35,0,61.48,62.9,60,
湖州师范学院,师范院校（本科）,,,,浙江省教育厅,浙江,http://www.hutc.zj.cn/,[''],392,60.19,0,61.43,62.94,60,
嘉兴学院,财经院校（本科）,,,,浙江省教育厅,浙江,http://www.zjxu.edu.cn/,[''],422,60.11,0,61.39,62.89,60.16,
浙江科技学院,工科院校（本科）,,,,浙江省教育厅,浙江,http://www.zust.edu.cn/,[''],441,60.1,0,61.37,62.89,60,
宁波工程学院,工科院校（本科）,,,,浙江省教育厅,浙江,http://www.nbut.edu.cn/,[''],519,60.2,0,61.21,62.46,60,
台州学院,综合院校（本科）,,,,浙江省教育厅,浙江,http://www.tzc.edu.cn/,[''],531,60.12,0,61.18,62.46,60,
浙江万里学院,工科院校（本科）,,,,浙江省教育厅,浙江,http://www.zjwu.net/,[''],547,60.02,0,61.16,62.48,60.16,
丽水学院,师范院校（本科）,,,,浙江省教育厅,浙江,http://www.lsu.edu.cn/,[''],561,60.06,0,61.15,62.45,60,
浙江外国语学院,语言院校（本科）,,,,浙江省教育厅,浙江,http://www.zisu.edu.cn/,[''],561,60.07,0,61.15,62.45,60,
浙江水利水电学院,工科院校（专科）,,,,浙江省教育厅,浙江,http://www.zjwchc.com/,[''],617,60,0,61.13,62.45,60,
衢州学院,工科院校（本科）,,,,浙江省教育厅,浙江,http://www.qzu.zj.cn/,[''],695,60.02,0,60.01,60,60,
