院校名称,是否是211,是否是985,是否有研究生院,院校隶属,所在地区,学校排名,科学研究,星级,总分,人才培养,综合声誉,办学层次,自主招生,艺术特长生,高水平运动员,学历,类型,经度,纬度
滨州医学院,,,,山东省教育厅,山东,392.0,60.13,0,61.43,62.98,60.0,,,,,本科,医药,120.32640528333414,36.07066639116871
德州学院,,,,山东省教育厅,山东,441.0,60.06,0,61.37,62.92,60.0,,,,1.0,本科,综合,116.33947147908432,37.47690591550443
济宁医学院,,,,山东省教育厅,山东,441.0,60.04,0,61.37,62.94,60.0,,,,,本科,医药,116.60207052373019,35.40185584342619
潍坊学院,,,,山东省教育厅,山东,472.0,60.02,0,61.35,62.89,60.16,,,,,本科,综合,119.18663561159632,36.72358819711408
山东交通学院,,,,山东省教育厅,山东,561.0,60.01,0,61.15,62.46,60.16,,,,,本科,工科,117.0764195804769,36.70493627949078
滨州学院,,,,山东省教育厅,山东,561.0,60.02,0,61.15,62.48,60.0,,,,,本科,师范,117.99321670937775,37.39183492143253
泰山学院,,,,山东省教育厅,山东,588.0,60.02,0,61.14,62.45,60.0,,,,,本科,综合,117.14864280449581,36.68530454906907
枣庄学院,,,,山东省教育厅,山东,588.0,60.04,0,61.14,62.45,60.0,,,,,本科,综合,117.54466806484423,34.90694205532435
菏泽学院,,,,山东省教育厅,山东,617.0,60.0,0,61.13,62.45,60.0,,,,,本科,综合,115.47241047203222,35.27515158610433
山东政法学院,,,,山东省教育厅,山东,617.0,60.01,0,61.13,62.45,60.0,,,,,本科,政法,117.09535298604959,36.67267088454042
济宁学院,,,,山东省教育厅,山东,617.0,60.01,0,61.13,62.45,60.0,,,,,本科,师范,116.96454371395872,35.5541568776123
山东青年政治学院,,,,山东省教育厅,山东,617.0,60.0,0,61.13,62.45,60.0,,,,,本科,综合,117.24608460824909,36.678549117301344
齐鲁师范学院,,,,山东省教育厅,山东,687.0,60.03,0,60.02,60.02,60.0,,,,,本科,师范,117.0578753208511,36.68371977560009
山东女子学院,,,,山东省教育厅,山东,702.0,60.01,0,60.0,60.0,60.0,,,,,本科,综合,117.01714273546777,36.64026637339961
山东管理学院,,,,山东省教育厅,山东,702.0,60.0,0,60.0,60.0,60.0,,,,,本科,综合,117.07332725358934,36.70460802351705
山东农业工程学院,,,,山东省教育厅,山东,702.0,60.0,0,60.0,60.0,60.0,,,,,本科,工科,117.10110196165235,36.701030679536416
山东医学高等专科学校,,,,山东省教育厅,山东,,,0,,,,,,,,专科,医药,116.99746409564398,36.61813854655436
菏泽医学专科学校,,,,山东省教育厅,山东,,,0,,,,,,,,专科,医药,115.48263651246614,35.27690630520732
山东体育学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,体育,117.20000539830093,36.69090406416266
山东艺术学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,艺术,117.05267359296504,36.66219896351535
山东万杰医学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,医药,117.85829301839007,36.54517589295784
山东商业职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,财经,117.27733180609148,36.63989396674962
青岛滨海学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,综合,120.1743882757804,35.98807225038051
山东工艺美术学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,艺术,120.06433821521128,35.92179742977651
山东警察学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,政法,117.5346914838504,36.65744809814894
山东电力高等专科学校,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,117.03182455089228,36.60116013516628
日照职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,119.54595898338466,35.46811590020098
曲阜远东职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,117.06971247221719,35.56432249910007
青岛职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,120.16774746246735,35.976472042033166
威海职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,121.94660401300185,37.45290698398962
济南铁道职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,117.05386285962967,36.69196279901899
山东劳动职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,116.97922193616121,36.65220899254087
莱芜职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,117.73534697375024,36.250721879142574
烟台南山学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,工科,120.49137585634176,37.59921617543093
济宁职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,116.5932930009311,35.43229394219102
潍坊职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,119.21247402213258,37.09219093158869
烟台职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,121.5414423568031,37.441967946809285
东营职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,118.6302081109113,37.44175055211353
聊城职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,116.00894598533485,36.49073793372531
滨州职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,118.6302081109113,37.44175055211353
山东科技职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,119.03040070035104,36.669209351389036
山东服装职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,120.30759988629661,31.03605985984831
德州科技职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,116.62131546165377,36.94937342205465
潍坊科技学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,综合,118.7817553046833,36.890666610614865
山东力明科技职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,116.89765498738025,36.59045890314897
山东圣翰财贸职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,116.85346329696965,36.573178783576886
山东水利职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,119.55824600615014,35.461519925063435
山东畜牧兽医职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,农业,119.41633295931153,36.87620691558069
青岛飞洋职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,120.33328711201553,36.32290630295786
山东英才学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,综合,117.32840505569182,36.69366047722992
山东大王职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,118.5363892631103,36.99167329426829
山东交通职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,120.09556978253778,30.349758995252593
淄博职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,117.86092316709274,36.49190911760695
山东外贸职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,财经,120.39052938487511,36.08111502834654
青岛酒店管理职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,财经,120.49607659924492,36.175255268898475
山东信息职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,119.16084202650501,36.71709037525408
淄博科技职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,117.86092316709274,36.49190911760695
青岛港湾职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,120.02925866640223,35.81716502307097
青岛恒星职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,120.49639765363419,36.18061374310297
山东胜利职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,118.54064399732776,37.473387993259685
山东经贸职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,119.10119804403398,36.688085402123285
山东工业职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,118.08763948797309,36.89082874964143
山东化工职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,119.23432701044325,37.09150797600403
青岛黄海学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,综合,120.11882295964686,35.930029823810045
青岛求实职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,120.3487459617062,36.23779584778769
山东现代职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,117.36202395974165,36.6783266104931
济南职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,117.26708770971678,36.63975815080872
山东协和学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,医药,117.27626255304295,36.73992055818902
烟台大学文经学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,综合,121.46486181207747,37.48188270083766
青岛理工大学琴岛学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,工科,120.5041870403723,36.309005162950385
中国石油大学胜利学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,工科,118.54064399732776,37.473387993259685
山东科技大学泰山科技学院,,,,山东省教育厅,山东,,,0,,,,,,,,本科,综合,117.1821959525823,36.22851520097881
淄博师范高等专科学校,,,,山东省教育厅,山东,,,0,,,,,,,,专科,师范,117.90281276997293,36.66673075576263
山东中医药高等专科学校,,,,山东省教育厅,山东,,,0,,,,,,,,专科,医药,120.72237808264077,36.99076624870065
济南工程职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,117.50348892879154,36.68737692808582
山东电子职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,117.5274934516295,36.670549028869154
山东华宇职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,120.30759988629661,31.03605985984831
山东旅游职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,120.30759988629661,31.03605985984831
山东铝业职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,工科,118.05348654129759,36.76094938001055
山东杏林科技职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,117.55065230666004,36.68171978686861
泰山职业技术学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,117.1821959525823,36.22851520097881
山东外事翻译职业学院,,,,山东省教育厅,山东,,,0,,,,,,,,专科,综合,121.76187134758857,36.87578297687607
郑州大学,211.0,,,河南省教育厅,河南,64.0,62.46,3,64.55,66.21,65.91,中国知名大学,1.0,,1.0,本科,综合,113.54224612614411,34.82320656388542
河南大学,,,,河南省教育厅,河南,89.0,62.12,3,63.44,65.01,62.04,中国知名大学,,,1.0,本科,综合,113.82714326948086,34.82287504544453
河南农业大学,,,,河南省教育厅,河南,156.0,61.21,3,62.35,63.55,61.76,中国知名大学,,,,本科,农业,113.66935204393954,34.792212994270145
河南理工大学,,,,河南省教育厅,河南,163.0,61.03,0,62.26,63.56,61.64,,,,1.0,本科,工科,113.89695391439163,34.79782828719459
河南师范大学,,,,河南省教育厅,河南,163.0,60.93,0,62.26,63.65,61.64,,,,1.0,本科,师范,113.85657508171812,34.78621858489302
河南工业大学,,,,河南省教育厅,河南,206.0,60.75,0,61.97,63.2,61.64,,,,,本科,工科,113.61865105214252,34.755000338779425
华北水利水电大学,,,,河南省教育厅,河南,276.0,60.15,0,61.7,63.18,61.64,,,,,本科,工科,113.68197260754087,34.81636671388899
河南科技大学,,,,河南省教育厅,河南,281.0,60.41,0,61.69,63.3,60.0,,,,,本科,工科,112.44714227046506,34.68418360227624
河南中医学院,,,,河南省教育厅,河南,284.0,60.14,0,61.67,63.09,61.81,,,,,本科,医药,113.8073221584032,34.78520660232472
郑州轻工业学院,,,,河南省教育厅,河南,349.0,60.13,0,61.5,63.1,60.16,,,,,本科,工科,113.5161599629482,34.81714989850651
新乡医学院,,,,河南省教育厅,河南,370.0,60.12,0,61.46,63.07,60.0,,,,,本科,医药,113.93949101588342,35.29477390763596
商丘师范学院,,,,河南省教育厅,河南,376.0,60.71,0,61.45,62.49,60.0,,,,,本科,师范,116.99923627275406,35.59966084746133
中原工学院,,,,河南省教育厅,河南,392.0,60.05,0,61.43,63.02,60.16,,,,,本科,工科,113.62172496376711,34.75512104518318
信阳师范学院,,,,河南省教育厅,河南,392.0,60.11,0,61.43,63.02,60.0,,,,,本科,师范,113.65172234915346,34.87100675247569
南阳师范学院,,,,河南省教育厅,河南,432.0,60.12,0,61.38,62.89,60.0,,,,,本科,师范,112.49451018949784,32.9816776311022
河南财经政法大学,,,,河南省教育厅,河南,456.0,60.23,0,61.36,62.75,60.0,,,,1.0,本科,财经,101.62247338027404,34.740396071091155
南阳理工学院,,,,河南省教育厅,河南,495.0,60.01,0,61.33,62.88,60.0,,,,,本科,工科,113.62174336440903,23.586676529713763
安阳工学院,,,,河南省教育厅,河南,495.0,60.01,0,61.33,62.88,60.0,,,,,本科,工科,114.35648596073456,36.07168787770106
河南城建学院,,,,河南省教育厅,河南,495.0,60.0,0,61.33,62.88,60.0,,,,,本科,工科,113.19311510833306,33.779532691064766
洛阳师范学院,,,,河南省教育厅,河南,519.0,60.13,0,61.21,62.47,60.16,,,,,本科,师范,112.61311813716888,34.63508936224266
郑州航空工业管理学院,,,,河南省教育厅,河南,522.0,60.09,0,61.2,62.53,60.0,,,,,本科,财经,113.78948854826636,34.79467919971633
河南科技学院,,,,河南省教育厅,河南,531.0,60.08,0,61.18,62.49,60.0,,,,,本科,师范,113.51581896617661,34.71455500926201
安阳师范学院,,,,河南省教育厅,河南,531.0,60.08,0,61.18,62.5,60.0,,,,,本科,师范,112.49451018949784,32.9816776311022
许昌学院,,,,河南省教育厅,河南,561.0,60.04,0,61.15,62.46,60.0,,,,,本科,工科,113.87561197208558,34.04991791907569
周口师范学院,,,,河南省教育厅,河南,588.0,60.03,0,61.14,62.46,60.0,,,,,本科,师范,114.6896883150732,33.64192569722483
河南牧业经济学院,,,,河南省教育厅,河南,588.0,60.01,0,61.14,62.47,60.0,,,,,本科,农业,101.62247338027404,34.740396071091155
平顶山学院,,,,河南省教育厅,河南,617.0,60.0,0,61.13,62.45,60.0,,,,,本科,师范,113.21669401102007,33.752018085192944
黄淮学院,,,,河南省教育厅,河南,617.0,60.0,0,61.13,62.46,60.0,,,,,本科,师范,114.01312788949438,33.0142366344646
新乡学院,,,,河南省教育厅,河南,617.0,60.01,0,61.13,62.45,60.0,,,,,本科,工科,113.94799823855456,35.29717388518842
信阳农林学院,,,,河南省教育厅,河南,617.0,60.0,0,61.13,62.46,60.0,,,,,本科,农业,114.13126298293398,32.16752704796306
郑州师范学院,,,,河南省教育厅,河南,687.0,60.0,0,60.02,60.0,60.16,,,,,本科,师范,113.65172234915346,34.87100675247569
洛阳理工学院,,,,河南省教育厅,河南,687.0,60.06,0,60.02,60.0,60.0,,,,,本科,综合,112.4423469359917,34.616239162338935
河南工程学院,,,,河南省教育厅,河南,695.0,60.01,0,60.01,60.0,60.0,,,,,本科,工科,113.69857697641785,34.62898498374996
河南职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,101.62247338027404,34.740396071091155
漯河职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,114.01563696040331,33.57536188926045
三门峡职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,111.16835452105563,34.79416222021075
郑州铁路职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.69829481865717,34.710618666003874
中州大学,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.66497702661428,34.726426987423444
开封大学,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,114.37608429204573,34.78612564370317
河南机电高等专科学校,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,101.62247338027404,34.740396071091155
焦作大学,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.28321209674512,35.22051209012566
河南商业高等专科学校,,,,河南省教育厅,河南,,,0,,,,,,,,专科,财经,101.62247338027404,34.740396071091155
河南财政税务高等专科学校,,,,河南省教育厅,河南,,,0,,,,,,,,专科,财经,101.62247338027404,34.740396071091155
濮阳职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,114.96332600731733,35.776596865985155
河南警察学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,政法,101.62247338027404,34.740396071091155
郑州电力高等专科学校,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.90444596200595,34.80421798133157
黄河科技学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,工科,113.68307159450178,34.69352980878429
黄河水利职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,114.32692299589283,34.833465930889254
许昌职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.88942368879313,34.023477961298894
铁道警察学院,,,,公安部,河南,,,0,,,,,,,,专科,政法,113.65811361319585,34.79401118687657
商丘职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,财经,115.66161202769652,34.379753996247906
郑州科技学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,工科,113.51581896617661,34.71455500926201
郑州华信学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,工科,113.71806499581241,34.43540604323022
平顶山工业职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.2944540308803,33.716828124628414
周口职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,114.72084891626442,33.639049192659684
济源职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,112.6086671231975,35.081851144613935
河南司法警官职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,政法,101.62247338027404,34.740396071091155
鹤壁职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,114.19139348766923,35.893001291493626
河南工业职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,101.62247338027404,34.740396071091155
郑州澍青医学高等专科学校,,,,河南省教育厅,河南,,,0,,,,,,,,专科,医药,113.54001096237418,34.703981950314436
郑州经贸职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,财经,113.72649505404026,34.62123727714748
郑州交通职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.64354983511534,34.723177242142945
河南检察职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,政法,101.62247338027404,34.740396071091155
商丘工学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,工科,115.69269097291688,34.42478101910617
河南大学民生学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,财经,113.23503794851713,35.248167518660985
河南师范大学新联学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,师范,113.85657508171812,34.78621858489302
信阳师范学院华锐学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,师范,113.65172234915346,34.87100675247569
安阳师范学院人文管理学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,师范,112.49451018949784,32.9816776311022
新乡医学院三全学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,医药,113.686899633602,34.99865142278544
河南科技学院新科学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,工科,113.51581896617661,34.71455500926201
河南理工大学万方科技学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,工科,113.89695391439163,34.79782828719459
中原工学院信息商务学院,,,,河南省教育厅,河南,,,0,,,,,,,,本科,财经,113.62172496376711,34.75512104518318
河南质量工程职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,101.62247338027404,34.740396071091155
郑州信息科技职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.81056504129421,34.806564231461
漯河医学高等专科学校,,,,河南省教育厅,河南,,,0,,,,,,,,专科,医药,114.10209293692232,33.61013952924794
南阳医学高等专科学校,,,,河南省教育厅,河南,,,0,,,,,,,,专科,医药,112.50239695255326,32.9751134047155
商丘医学高等专科学校,,,,河南省教育厅,河南,,,0,,,,,,,,专科,医药,115.71485199018694,34.363390000534004
郑州电子信息职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,114.03812298460687,34.7069670143157
信阳职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,师范,114.14135966737447,32.16919427557042
嵩山少林武术职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,体育,113.01448615936845,34.47710258388859
郑州工业安全职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.68963703998256,34.537571968182725
永城职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,116.46410067875819,33.92194800658853
河南经贸职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,财经,101.62247338027404,34.740396071091155
河南交通职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,101.62247338027404,34.740396071091155
河南农业职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,农业,101.62247338027404,34.740396071091155
郑州旅游职业学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,财经,113.90439421960858,34.810228260003704
郑州职业技术学院,,,,河南省教育厅,河南,,,0,,,,,,,,专科,工科,113.45728717575747,34.769424753448895
武汉大学,211.0,985.0,研,教育部,湖北,5.0,82.83,5,80.72,79.41,77.86,中国一流大学,1.0,1.0,1.0,本科,综合,114.38169744385537,30.543910854746247
华中科技大学,211.0,985.0,研,教育部,湖北,12.0,75.99,5,74.27,73.16,72.01,中国一流大学,1.0,1.0,1.0,本科,综合,120.94671048035876,31.44308780683232
华中师范大学,211.0,,,教育部,湖北,36.0,66.3,4,66.72,66.82,68.05,中国高水平大学,1.0,,1.0,本科,师范,114.26381899525586,22.722779963410936
中国地质大学,211.0,,研,教育部,湖北,44.0,64.19,4,65.81,66.62,68.99,中国高水平大学,1.0,1.0,1.0,本科,工科,113.95152910346211,22.534771850650454
华中农业大学,211.0,,,教育部,湖北,44.0,65.09,4,65.81,66.16,67.23,中国高水平大学,1.0,1.0,1.0,本科,农业,114.36370797771256,30.481779897059855
武汉理工大学,211.0,,,教育部,湖北,50.0,64.13,4,65.15,65.64,67.23,中国高水平大学,1.0,,1.0,本科,工科,114.36485276338796,22.734013890394287
中南财经政法大学,211.0,,,教育部,湖北,72.0,62.22,5,64.04,65.48,65.21,中国一流大学,1.0,,1.0,本科,财经,109.4106366130603,24.323177316869685
湖北大学,,,,湖北省教育厅,湖北,131.0,60.95,3,62.68,64.22,63.07,中国知名大学,,,1.0,本科,综合,114.27411457936941,30.59283046766351
武汉科技大学,,,,湖北省教育厅,湖北,139.0,61.19,3,62.54,63.85,62.41,中国知名大学,,,1.0,本科,工科,114.3468174087001,30.52183163249677
长江大学,,,,湖北省教育厅,湖北,199.0,60.63,0,62.0,63.33,61.81,,,,,本科,综合,114.32437324553331,30.348278397292923
武汉纺织大学,,,,湖北省教育厅,湖北,223.0,60.71,0,61.9,63.04,61.81,,,,,本科,工科,114.34490599423599,30.38214401263115
中南民族大学,,,,国家民族事务委员会,湖北,227.0,60.84,0,61.87,63.23,60.16,,,,,本科,民族,114.39939549969077,30.491873572320124
湖北工业大学,,,,湖北省教育厅,湖北,239.0,60.46,0,61.81,63.08,61.81,,,,1.0,本科,工科,114.31530997175149,30.48645994791441
武汉工程大学,,,,湖北省教育厅,湖北,246.0,60.38,0,61.79,63.12,61.81,,,,1.0,本科,工科,114.39704571213777,30.508164969853674
三峡大学,,,,湖北省教育厅,湖北,253.0,60.74,0,61.77,63.12,60.16,,,,1.0,本科,综合,111.32211711587637,30.728420146660028
湖北中医药大学,,,,湖北省教育厅,湖北,306.0,60.23,0,61.61,63.26,60.16,,,,,本科,医药,114.27696903495792,30.45378790372923
武汉轻工大学,,,,湖北省教育厅,湖北,313.0,60.48,0,61.59,62.97,60.16,,,,1.0,本科,工科,114.24401074478013,30.644563755123503
湖北民族学院,,,,湖北省教育厅,湖北,406.0,60.13,0,61.42,62.96,60.0,,,,,本科,民族,109.51897766062669,30.297553541402422
江汉大学,,,,湖北省教育厅,湖北,414.0,60.13,0,61.4,62.9,60.16,,,,,本科,综合,114.16669736241947,30.520852990081064
湖北文理学院,,,,湖北省教育厅,湖北,472.0,60.05,0,61.35,62.89,60.0,,,,,本科,综合,112.04858486654513,32.00629402110653
湖北汽车工业学院,,,,湖北省教育厅,湖北,482.0,60.02,0,61.34,62.9,60.0,,,,,本科,工科,110.74317798928072,32.658008100009354
湖北经济学院,,,,湖北省教育厅,湖北,524.0,60.08,0,61.19,62.49,60.16,,,,1.0,本科,财经,114.44272104392866,30.42424996176518
湖北师范学院,,,,湖北省教育厅,湖北,531.0,60.05,0,61.18,62.52,60.0,,,,,本科,师范,114.45557004662118,30.48632192502958
湖北工程学院,,,,湖北省教育厅,湖北,547.0,60.0,0,61.16,62.46,60.28,,,,,本科,工科,113.91966011327568,30.941635345602283
湖北科技学院,,,,湖北省教育厅,湖北,547.0,60.06,0,61.16,62.48,60.0,,,,,本科,综合,111.61291503448959,26.211772264054595
黄冈师范学院,,,,湖北省教育厅,湖北,561.0,60.04,0,61.15,62.47,60.0,,,,,本科,师范,114.9332655608842,30.455736034731306
湖北医药学院,,,,湖北省教育厅,湖北,588.0,60.03,0,61.14,62.46,60.0,,,,,本科,医药,115.99944703338069,40.465236029816914
湖北理工学院,,,,湖北省教育厅,湖北,617.0,60.02,0,61.13,62.46,60.0,,,,,本科,工科,119.80595599629035,31.36296089868369
武汉商学院,,,,湖北省教育厅,湖北,617.0,60.0,0,61.13,62.45,60.0,,,,,专科,财经,114.09378504824384,30.466056090983283
湖北第二师范学院,,,,湖北省教育厅,湖北,687.0,60.01,0,60.02,60.04,60.0,,,,,本科,师范,114.45557004662118,30.48632192502958
荆楚理工学院,,,,湖北省教育厅,湖北,702.0,60.0,0,60.0,60.0,60.0,,,,,本科,工科,106.66462797001748,26.567028982682224
郧阳师范高等专科学校,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,师范,111.54602380661316,32.56182497270183
武汉体育学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,本科,体育,114.38502800136418,30.526660923337595
湖北美术学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,本科,艺术,114.42560544938594,30.39753073976711
孝感学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,本科,综合,113.92522583455441,30.940848234348262
武汉职业技术学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,工科,114.42285600571155,30.490328943017335
黄冈职业技术学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,工科,115.00300775491512,30.439469323272625
长江职业学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,工科,114.40248216725361,30.502821494197363
荆州理工职业学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,工科,112.30007097372706,30.301514991185858
湖北警官学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,本科,政法,114.21374198129921,30.607453539406105
湖北工业职业技术学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,工科,110.80807355559365,32.627453601656754
鄂州职业大学,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,工科,114.90468498294818,30.382987995224447
武汉音乐学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,本科,艺术,114.29805603816024,30.542335879500165
湖北财经高等专科学校,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,财经,115.99944703338069,40.465236029816914
武汉东湖学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,本科,工科,114.32338699591389,30.428081515570526
汉口学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,本科,工科,114.32331288570931,30.42224490612944
湖北职业技术学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,工科,114.42285600571155,30.490328943017335
武汉船舶职业技术学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,工科,114.24214685067747,30.57393860686774
华中科技大学武昌分校,,,,湖北省教育厅,湖北,,,0,,,,,,,,本科,工科,114.32254851755089,30.559566983522483
武昌理工学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,本科,工科,114.32240002765009,30.580080282176773
恩施职业技术学院,,,,湖北省教育厅,湖北,,,0,,,,,,,,专科,工科,109.50194758476853,30.299324902709046
