院校名称,是否是211,是否是985,是否有研究生院,院校隶属,所在地区,学校排名,科学研究,星级,总分,人才培养,综合声誉,办学层次,自主招生,艺术特长生,高水平运动员,学历,类型,经度,纬度
吉林师范大学博达学院,,,,吉林省教育厅,吉林,,,0,,,,,,,,本科,师范,125.21968479119843,43.78511399036315
长春大学旅游学院,,,,吉林省教育厅,吉林,,,0,,,,,,,,本科,综合,125.52701459939146,43.69656040751515
东北师范大学人文学院,,,,吉林省教育厅,吉林,,,0,,,,,,,,本科,综合,125.41637102837188,43.82893010356545
白城医学高等专科学校,,,,吉林省教育厅,吉林,,,0,,,,,,,,专科,医药,122.80803092800582,45.614862982639764
哈尔滨工业大学,211.0,985.0,研,工业和信息化部,黑龙江,20.0,71.41,5,71.59,72.04,70.41,中国一流大学,1.0,1.0,1.0,本科,工科,113.98035303235123,22.59267796337172
哈尔滨工程大学,211.0,,研,工业和信息化部,黑龙江,57.0,64.33,4,64.9,64.6,68.54,中国高水平大学,1.0,,1.0,本科,工科,120.39435796295862,36.32816189134062
东北林业大学,211.0,,,教育部,黑龙江,92.0,61.9,3,63.42,64.67,64.27,中国知名大学,,,1.0,本科,林业,126.64251554994507,45.72524507873451
哈尔滨医科大学,,,,黑龙江省教育厅,黑龙江,103.0,62.49,3,63.25,64.23,62.14,中国知名大学,,,,本科,医药,126.6264000389265,45.70752395500276
黑龙江大学,,,,黑龙江省教育厅,黑龙江,104.0,61.82,3,63.23,64.86,61.97,中国知名大学,1.0,,1.0,本科,综合,126.6281350261885,45.714399935564984
东北农业大学,211.0,,,黑龙江省教育厅,黑龙江,119.0,61.16,3,62.94,63.94,65.91,中国知名大学,,,1.0,本科,农业,126.73393601186555,45.75074889244153
哈尔滨理工大学,,,,黑龙江省教育厅,黑龙江,159.0,61.1,0,62.33,63.61,61.81,,,,1.0,本科,工科,126.62301693054536,45.72127084874913
哈尔滨师范大学,,,,黑龙江省教育厅,黑龙江,189.0,60.72,0,62.09,63.8,60.33,,,,1.0,本科,师范,126.63133299380404,45.73124892205111
东北石油大学,,,,黑龙江省教育厅,黑龙江,211.0,60.73,0,61.96,63.58,60.0,,,,1.0,本科,工科,125.15561170370503,46.59827350223174
黑龙江中医药大学,,,,黑龙江省教育厅,黑龙江,233.0,60.56,3,61.83,63.47,60.0,中国知名大学,,,,本科,医药,108.51039076347818,22.805392875663124
哈尔滨商业大学,,,,黑龙江省教育厅,黑龙江,248.0,60.31,0,61.78,63.17,61.81,,,,1.0,本科,财经,126.61483696057144,45.746679883061596
黑龙江八一农垦大学,,,,黑龙江省教育厅,黑龙江,300.0,60.48,0,61.62,63.06,60.0,,,,,本科,农业,125.17466880594658,46.59360729108607
佳木斯大学,,,,黑龙江省教育厅,黑龙江,326.0,60.23,0,61.56,63.18,60.0,,,,,本科,综合,130.36829433567965,46.79171522548977
齐齐哈尔大学,,,,黑龙江省教育厅,黑龙江,338.0,60.18,0,61.52,63.13,60.0,,,,1.0,本科,综合,123.94630096853241,47.360831564295445
黑龙江科技大学,,,,黑龙江省教育厅,黑龙江,384.0,60.11,0,61.44,63.04,60.0,,,,,本科,工科,113.47073892687602,23.408558150669272
牡丹江师范学院,,,,黑龙江省教育厅,黑龙江,456.0,60.02,0,61.36,62.95,60.0,,,,,本科,师范,129.56735598993984,44.59478102434001
牡丹江医学院,,,,黑龙江省教育厅,黑龙江,472.0,60.06,0,61.35,62.89,60.0,,,,,本科,医药,129.5871177230233,44.61039949778064
哈尔滨学院,,,,黑龙江省教育厅,黑龙江,495.0,60.0,0,61.33,62.89,60.0,,,,,本科,综合,126.61301187326681,45.71295306411354
黑龙江工程学院,,,,黑龙江省教育厅,黑龙江,495.0,60.01,0,61.33,62.89,60.0,,,,,本科,工科,126.69386988847558,45.792091068526574
齐齐哈尔医学院,,,,黑龙江省教育厅,黑龙江,495.0,60.02,0,61.33,62.89,60.0,,,,,本科,医药,123.95754802300905,47.38478291458714
黑龙江工业学院,,,,黑龙江省教育厅,黑龙江,495.0,60.0,0,61.33,62.88,60.0,,,,,本科,工科,130.97294143885526,45.29043622956479
大庆师范学院,,,,黑龙江省教育厅,黑龙江,561.0,60.04,0,61.15,62.47,60.0,,,,,本科,综合,124.86894930020883,46.646771681056215
绥化学院,,,,黑龙江省教育厅,黑龙江,617.0,60.01,0,61.13,62.46,60.0,,,,,本科,综合,126.98430831004723,46.63024678132075
哈尔滨金融学院,,,,黑龙江省教育厅,黑龙江,617.0,60.0,0,61.13,62.45,60.0,,,,,本科,财经,126.74276644485923,45.72812002346903
黑河学院,,,,黑龙江省教育厅,黑龙江,695.0,60.01,0,60.01,60.01,60.0,,,,,本科,综合,127.54945602164337,50.23363644819644
齐齐哈尔高等师范专科学校,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,师范,123.9801907116937,47.32069921918945
哈尔滨体育学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,体育,126.68428433073443,45.76626194722305
伊春职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,综合,128.88189560662786,47.721997292383165
牡丹江大学,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,综合,129.57855184100234,44.598949273643676
黑龙江东方学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,综合,108.65856652679174,19.10110473128863
黑龙江职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,综合,126.30434897969506,45.391575767440536
哈尔滨华夏计算机职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,工科,126.51278316649875,45.8827154808119
黑龙江建筑职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,工科,126.51510513503928,45.87829625086014
黑龙江艺术职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,艺术,126.7377110509407,45.73359719448603
大庆职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,综合,125.15704306370463,46.68070045739535
黑龙江林业职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,林业,129.57331696564296,44.59527405394241
黑龙江农业职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,农业,130.40341098450648,46.80676382037365
黑龙江农业工程职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,农业,126.5610646622355,45.67872804350513
黑龙江农垦职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,农业,126.53604092496607,45.8815738483389
黑龙江司法警官职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,政法,126.62804600411246,45.65463703780908
齐齐哈尔工程学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,综合,123.97136162615827,47.30981196057519
鹤岗师范高等专科学校,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,师范,130.5088716022258,47.40610832866093
哈尔滨电力职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,工科,126.7039953095567,45.740822886008395
哈尔滨铁道职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,工科,126.64489902395471,45.58429717716784
大兴安岭职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,综合,124.11810234646951,50.38902122880841
黑龙江畜牧兽医职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,农业,116.07312748859788,39.694171107863724
黑龙江农业经济职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,农业,106.13649915917388,29.48708098348872
哈尔滨职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,综合,126.66119500455022,45.67332499939966
黑龙江外国语学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,师范,126.55856701359552,45.864019814216036
黑龙江财经学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,财经,126.49862802759463,45.88421181428157
哈尔滨石油学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,工科,126.5671034311958,45.853089956502366
东北农业大学成栋学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,农业,126.73393601186555,45.75074889244153
哈尔滨远东理工学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,工科,126.53748602903998,45.87267783034029
哈尔滨剑桥学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,综合,126.66595252036164,45.661114025832546
黑龙江工程学院昆仑旅游学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,工科,126.69386988847558,45.792091068526574
哈尔滨商业大学广厦学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,综合,116.72145647815846,23.40253060654879
哈尔滨华德学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,本科,工科,126.54763292875856,45.88258604762897
黑龙江生物科技职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,农业,106.13649915917388,29.48708098348872
黑龙江商业职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,财经,106.13649915917388,29.48708098348872
黑龙江公安警官职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,,,112.23650157583852,30.064400686806085
黑龙江信息技术职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,工科,126.62199349107784,45.72879309160839
哈尔滨江南职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,综合,126.66119500455022,45.67332499939966
黑龙江农垦科技职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,农业,127.20225977423753,45.756775380739775
黑龙江旅游职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,财经,126.6259540302408,45.67329898956041
黑龙江三江美术职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,艺术,109.6145474722304,25.78883038778805
黑龙江生态工程职业学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,林业,126.50809652699205,45.88327944958208
黑龙江煤炭职业技术学院,,,,黑龙江省教育厅,黑龙江,,,0,,,,,,,,专科,工科,106.13649915917388,29.48708098348872
上海交通大学,211.0,985.0,研,教育部,上海,3.0,85.89,5,81.08,78.26,73.66,中国一流大学,1.0,1.0,1.0,本科,综合,121.47798201320346,31.218481867045067
复旦大学,211.0,985.0,研,教育部,上海,4.0,81.54,5,80.92,81.44,76.23,中国一流大学,1.0,1.0,1.0,本科,综合,121.51569970563422,31.341120324069642
同济大学,211.0,985.0,研,教育部,上海,22.0,70.0,5,70.14,69.81,72.16,中国一流大学,1.0,1.0,1.0,本科,工科,121.53540376750394,31.25977989589913
华东师范大学,211.0,985.0,研,教育部,上海,24.0,69.81,5,69.9,69.84,70.58,中国一流大学,1.0,1.0,1.0,本科,师范,121.64646918279098,31.195569733522685
华东理工大学,211.0,,研,教育部,上海,41.0,65.54,4,66.08,65.98,68.71,中国高水平大学,1.0,,1.0,本科,工科,121.43022602619035,31.14953758563933
上海大学,211.0,,,上海市教育委员会,上海,73.0,62.43,3,64.03,65.27,65.26,中国知名大学,1.0,,1.0,本科,综合,121.40221497394768,31.32005764915826
上海财经大学,211.0,,,教育部,上海,74.0,62.29,5,64.02,64.75,67.89,中国一流大学,1.0,1.0,1.0,本科,财经,116.34851166641452,39.964707208192905
东华大学,211.0,,,教育部,上海,82.0,62.22,4,63.71,64.84,64.88,中国高水平大学,1.0,1.0,1.0,本科,工科,121.42034295880013,31.212474837673092
上海理工大学,,,,上海市教育委员会,上海,123.0,61.39,3,62.83,64.72,60.56,中国知名大学,,,1.0,本科,工科,121.56133497299936,31.29925187102717
上海师范大学,,,,上海市教育委员会,上海,127.0,61.51,3,62.79,64.49,60.66,中国知名大学,,,,本科,师范,121.78621515741733,31.058492920044117
上海中医药大学,,,,上海市教育委员会,上海,137.0,61.8,4,62.57,63.86,60.16,中国高水平大学,,,1.0,本科,医药,121.54079351073325,31.31770031371116
上海外国语大学,211.0,,,教育部,上海,150.0,60.58,4,62.44,63.7,64.6,中国高水平大学,1.0,,1.0,本科,语言,121.26496341406144,31.388978594293373
华东政法大学,,,,上海市教育委员会,上海,189.0,60.65,3,62.09,63.81,60.49,中国知名大学,,,1.0,本科,政法,121.42337168565759,31.2313721728617
上海海洋大学,,,,上海市教育委员会,上海,231.0,60.79,0,61.84,63.22,60.16,,,,1.0,本科,农业,121.56662060262008,31.582311238517175
上海海事大学,,,,上海市教育委员会,上海,243.0,60.55,0,61.8,63.36,60.16,,,,1.0,本科,工科,121.57446685209698,31.270064688794893
上海工程技术大学,,,,上海市教育委员会,上海,357.0,60.23,0,61.49,62.99,60.16,,,,1.0,本科,工科,121.49440824809783,31.300799575641125
上海电力学院,,,,上海市教育委员会,上海,370.0,60.24,0,61.46,62.96,60.0,,,,1.0,本科,工科,121.8980930002076,30.908079860998704
上海对外经贸大学,,,,上海市教育委员会,上海,392.0,60.13,0,61.43,62.99,60.0,,,,,本科,财经,121.35956836901423,31.16277774896848
上海应用技术学院,,,,上海市教育委员会,上海,422.0,60.13,0,61.39,62.9,60.0,,,,,本科,工科,121.24441216026528,31.01898279804822
上海第二工业大学,,,,上海市教育委员会,上海,456.0,60.04,0,61.36,62.92,60.0,,,,,本科,工科,121.65798222552907,31.270242086697824
上海政法学院,,,,上海市教育委员会,上海,518.0,60.16,0,61.22,62.46,60.16,,,,,本科,政法,121.1794299973012,31.117083880146755
上海金融学院,,,,上海市教育委员会,上海,531.0,60.05,0,61.18,62.49,60.16,,,,1.0,本科,财经,121.54312497285385,31.31751567921579
上海立信会计学院,,,,上海市教育委员会,上海,547.0,60.06,0,61.16,62.46,60.0,,,,,本科,财经,121.20520040611034,31.050092314837787
上海商学院,,,,上海市教育委员会,上海,561.0,60.0,0,61.15,62.46,60.16,,,,,本科,财经,121.43573470506921,31.188710469733447
上海海关学院,,,,海关总署,上海,588.0,60.03,0,61.14,62.46,60.0,,,,,本科,综合,121.5844888873496,31.174944400038033
上海电机学院,,,,上海市教育委员会,上海,617.0,60.01,0,61.13,62.46,60.0,,,,,本科,工科,121.3904238158237,31.0026103941841
上海医疗器械高等专科学校,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,工科,121.51879796133814,30.838939831151464
上海交通大学医学院,211.0,985.0,研,教育部,上海,,,0,,,,,1.0,,,本科,医药,121.47694599745881,31.218257892982674
上海旅游高等专科学校,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,财经,121.51879796133814,30.838939831151464
上海体育学院,,,,上海市教育委员会,上海,,,0,,,,,,,,本科,体育,121.53231197959968,31.319054905820956
上海音乐学院,,,,上海市教育委员会,上海,,,0,,,,,,,,本科,艺术,121.46110545775694,31.220091206449418
上海戏剧学院,,,,上海市教育委员会,上海,,,0,,,,,,,,本科,艺术,121.52164100844666,31.245347839670412
上海公安高等专科学校,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,政法,121.38564950169928,31.101308288658434
上海东海职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.46370838780265,31.036094437877267
上海新侨职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.18429072841568,31.363013163190082
上海出版印刷高等专科学校,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,工科,121.5488075636794,31.28832950269474
上海杉达学院,,,,上海市教育委员会,上海,,,0,,,,,,,,本科,财经,121.66554353249822,31.274949374003864
上海行健职业学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,财经,121.4380355349719,31.28653463593521
上海城市管理职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,工科,121.48782501616795,31.253190286031074
上海交通职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,工科,121.57366215002114,31.26915238447189
上海海事职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,工科,121.53498668425564,31.244896546342737
上海电子信息职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,工科,121.43565942706746,31.272012034799534
上海震旦职业学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,财经,121.36251705685073,31.42512141171027
上海民远职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,工科,121.6673289146993,31.205597584805492
上海欧华职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.70352137420464,30.87926316127144
上海思博职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.78710995953581,31.04376085505093
上海立达职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.32748799281136,30.942255815407744
上海工艺美术职业学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,艺术,121.2586699754891,31.41383389643533
上海济光职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.44086187359795,31.37164095250179
上海建桥学院,,,,上海市教育委员会,上海,,,0,,,,,,,,本科,综合,121.8986105140119,30.897634808723836
上海工商外国语职业学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,语言,121.78775143950048,31.053839106067795
上海科学技术职业学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.26462403423979,31.39240791285877
上海农林职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,农业,121.22579172433225,31.016351956351293
上海邦德职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.40850560980684,31.32895827007597
上海兴韦信息技术职业学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,工科,121.79327404211472,31.04912187130866
上海中侨职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.31113595795212,30.804103872591593
上海建峰职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,综合,121.49527529257605,31.244053076593005
上海外国语大学贤达经济人文学院,,,,上海市教育委员会,上海,,,0,,,,,,,,本科,财经,121.8390109976636,31.49070790749779
上海电影艺术职业学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,艺术,121.59156798392098,31.19784034124958
上海中华职业技术学院,,,,上海市教育委员会,上海,,,0,,,,,,,,专科,工科,121.45020802378487,31.035601757784654
南京大学,211.0,985.0,研,教育部,江苏,8.0,78.29,5,78.3,78.8,76.14,中国一流大学,1.0,1.0,1.0,本科,综合,120.39621700621153,31.3531698823069
东南大学,211.0,985.0,研,教育部,江苏,25.0,69.33,5,69.69,69.88,70.32,中国一流大学,1.0,1.0,1.0,本科,综合,118.78340504275236,32.07879002700685
中国矿业大学,211.0,,研,教育部,江苏,35.0,66.46,4,66.79,66.59,68.99,中国高水平大学,1.0,,1.0,本科,工科,116.26810964021891,40.15889561510147
南京农业大学,211.0,,研,教育部,江苏,47.0,63.65,4,65.37,66.21,68.71,中国高水平大学,1.0,1.0,1.0,本科,农业,118.86372864687698,32.023461120894794
南京理工大学,211.0,,研,工业和信息化部,江苏,49.0,64.1,4,65.22,65.46,68.71,中国高水平大学,1.0,1.0,1.0,本科,工科,118.86341801283163,32.03161998993435
苏州大学,211.0,,,江苏省教育厅,江苏,52.0,64.71,3,65.14,65.56,65.09,中国知名大学,1.0,,1.0,本科,综合,120.7422130276233,31.280041890778417
南京师范大学,211.0,,,江苏省教育厅,江苏,54.0,63.66,4,65.1,66.44,65.21,中国高水平大学,1.0,,1.0,本科,师范,114.12314111853993,22.628509905481014
南京航空航天大学,211.0,,研,工业和信息化部,江苏,58.0,63.16,4,64.85,65.44,69.22,中国高水平大学,1.0,1.0,1.0,本科,工科,118.8909240377166,31.70711193182762
河海大学,211.0,,研,教育部,江苏,58.0,63.45,4,64.85,65.27,68.71,中国高水平大学,1.0,1.0,1.0,本科,工科,118.79229925543721,31.920646136653506
江南大学,211.0,,,教育部,江苏,81.0,62.38,3,63.78,64.34,67.06,中国知名大学,1.0,,1.0,本科,综合,120.27935392716306,31.48056958228965
南京医科大学,,,,江苏省教育厅,江苏,107.0,62.78,3,63.19,64.24,60.33,中国知名大学,,,,本科,医药,120.6349258853112,31.307871604907678
南京工业大学,,,,江苏省教育厅,江苏,110.0,62.61,3,63.14,64.29,60.33,中国知名大学,,,1.0,本科,工科,118.64725794949068,32.08842258003443
扬州大学,,,,江苏省教育厅,江苏,111.0,62.15,3,63.12,64.64,60.49,中国知名大学,,,1.0,本科,综合,119.42959266728322,32.38520172281589
江苏大学,,,,江苏省教育厅,江苏,117.0,62.18,3,62.96,64.32,60.33,中国知名大学,,,1.0,本科,综合,119.5233820506635,32.20441601238107
中国药科大学,211.0,,,教育部,江苏,125.0,61.36,4,62.81,63.85,64.27,中国高水平大学,1.0,1.0,1.0,本科,医药,118.78621458306539,32.079511989667
南京林业大学,,,,江苏省教育厅,江苏,151.0,61.25,3,62.41,63.99,60.33,中国知名大学,,,,本科,林业,118.82914334575952,32.08482346610789
南京邮电大学,,,,江苏省教育厅,江苏,185.0,61.2,0,62.12,63.43,60.16,,,,1.0,本科,综合,118.77733213818271,32.0888114002826
南京中医药大学,,,,江苏省教育厅,江苏,191.0,60.81,3,62.08,63.73,60.16,中国知名大学,,,,本科,医药,116.47835193635179,39.986835397395964
南京信息工程大学,,,,江苏省教育厅,江苏,211.0,60.93,0,61.96,63.36,60.16,,,,1.0,本科,工科,118.72177652374869,32.209228967531224
江苏师范大学,,,,江苏省教育厅,江苏,216.0,60.85,0,61.95,63.36,60.33,,,,1.0,本科,师范,118.76132927467522,32.07525592945031
南通大学,,,,江苏省教育厅,江苏,229.0,60.83,0,61.86,63.22,60.16,,,,1.0,本科,综合,120.91847575004408,31.978961489589537
常州大学,,,,江苏省教育厅,江苏,264.0,60.67,0,61.74,62.99,60.66,,,,,本科,工科,119.98194302875012,31.68628995979328
江苏科技大学,,,,江苏省教育厅,江苏,306.0,60.44,0,61.61,63.04,60.16,,,,,本科,工科,120.57595545231153,31.897446995143696
南京财经大学,,,,江苏省教育厅,江苏,313.0,60.39,0,61.59,63.05,60.16,,,,1.0,本科,财经,118.76776725060414,32.09148950349372
徐州医学院,,,,江苏省教育厅,江苏,318.0,60.42,0,61.58,63.05,60.0,,,,,本科,医药,117.30084800705389,34.28409235216735
南京审计学院,,,,江苏省教育厅,江苏,363.0,60.29,0,61.48,62.91,60.16,,,,,本科,财经,118.76047992681553,32.04495328465485
苏州科技学院,,,,江苏省教育厅,江苏,367.0,60.17,0,61.47,63.01,60.16,,,,1.0,本科,工科,120.56634457149082,31.310052175396983
江苏理工学院,,,,江苏省教育厅,江苏,392.0,60.2,0,61.43,62.89,60.16,,,,,本科,工科,120.57686229172386,31.90023643066147
淮阴师范学院,,,,江苏省教育厅,江苏,414.0,60.13,0,61.4,62.92,60.0,,,,,本科,师范,119.01374737382376,33.64773469034904
南京工程学院,,,,江苏省教育厅,江苏,422.0,60.05,0,61.39,62.97,60.0,,,,,本科,工科,120.16880890025793,30.18169158007671
盐城师范学院,,,,江苏省教育厅,江苏,422.0,60.15,0,61.39,62.9,60.0,,,,,本科,师范,120.1924973063866,33.36434274863188
常州工学院,,,,江苏省教育厅,江苏,422.0,60.11,0,61.39,62.92,60.0,,,,,本科,工科,119.99909998835716,31.822126108792357
淮海工学院,,,,江苏省教育厅,江苏,441.0,60.04,0,61.37,62.93,60.0,,,,,本科,工科,119.04234888227815,33.559087217934106
盐城工学院,,,,江苏省教育厅,江苏,441.0,60.08,0,61.37,62.9,60.0,,,,,本科,工科,120.20227823644035,33.3838144209984
淮阴工学院,,,,江苏省教育厅,江苏,482.0,60.03,0,61.34,62.89,60.0,,,,,本科,工科,119.04234888227815,33.559087217934106
南京晓庄学院,,,,江苏省教育厅,江苏,524.0,60.1,0,61.19,62.46,60.16,,,,,本科,师范,118.9082108492895,31.89902899116753
常熟理工学院,,,,江苏省教育厅,江苏,531.0,60.12,0,61.18,62.46,60.0,,,,,本科,综合,120.7814431970412,31.59289640304875
金陵科技学院,,,,江苏省教育厅,江苏,547.0,60.02,0,61.16,62.5,60.0,,,,,本科,综合,118.81848351359481,32.12682672171862
徐州工程学院,,,,江苏省教育厅,江苏,547.0,60.04,0,61.16,62.48,60.0,,,,,本科,工科,117.30706724559111,34.20030468767791
江苏第二师范学院,,,,江苏省教育厅,江苏,687.0,60.04,0,60.02,60.0,60.0,,,,,本科,师范,118.76125902718434,32.06426610360061
泰州学院,,,,江苏省教育厅,江苏,702.0,60.0,0,60.0,60.0,60.0,,,,,专科,师范,119.95164435169572,32.50020075740989
江苏警官学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,本科,政法,118.66287112806793,32.09816208518045
南京体育学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,本科,体育,118.87487015045613,32.04590973057663
南京艺术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,本科,艺术,118.76003032490779,32.06854524672503
民办明达职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,语言,107.66934900879409,30.72854819825089
无锡职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,120.30120098665739,31.546063916095743
江苏建筑职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,117.18276404098681,34.20923101296205
南京工业职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,118.94568599923257,32.12675700212732
南通纺织职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,121.47228199525101,32.11933706237243
苏州工艺美术职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,艺术,120.5923119786983,31.236872855844798
连云港职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,119.2486424968808,34.66876452031344
镇江市高等专科学校,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,119.3718597399541,32.12801966757507
南通职业大学,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,120.90024553802459,32.01416992744196
苏州职业大学,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,120.60343704328662,31.229724892402334
三江学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,本科,综合,118.76065779130651,31.966158024379975
沙洲职业工学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,118.72865197446096,31.990547891310257
扬州市职业大学,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,119.38623496370808,32.40254409180916
江苏经贸职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,财经,118.89143463456847,31.937283441698263
南京特殊教育职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,师范,118.83707026307121,32.1347617898782
九州职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,116.59684175684825,39.513874710574
紫琅职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,121.07747519649631,31.96877749158949
硅湖职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,121.14624003413238,31.288227590058113
泰州职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,119.90058526610954,32.38077254014335
南京森林警察学院,,,,国家林业局,江苏,,,0,,,,,,,,本科,政法,118.83012555300412,32.0876468465269
常州信息职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,119.9610098154511,31.683937706450756
江苏联合职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,120.80280445291571,31.606980772952813
江苏海事职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,118.65544501607805,31.956940009040174
应天职业技术学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,118.90685809102203,31.9361267478894
无锡科技职业学院,,,,江苏省教育厅,江苏,,,0,,,,,,,,专科,工科,120.39606797732743,31.526159951402143
