大学名称,大学详情页链接
上海财经大学,https://daxue.911cha.com/211.html
东华大学,https://daxue.911cha.com/201.html
上海理工大学,https://daxue.911cha.com/199.html
上海师范大学,https://daxue.911cha.com/209.html
上海中医药大学,https://daxue.911cha.com/207.html
上海外国语大学,https://daxue.911cha.com/210.html
华东政法大学,https://daxue.911cha.com/215.html
上海海洋大学,https://daxue.911cha.com/205.html
上海海事大学,https://daxue.911cha.com/200.html
上海工程技术大学,https://daxue.911cha.com/623.html
上海电力学院,https://daxue.911cha.com/202.html
上海对外经贸大学,https://daxue.911cha.com/212.html
上海应用技术学院,https://daxue.911cha.com/203.html
上海第二工业大学,https://daxue.911cha.com/903.html
上海政法学院,https://daxue.911cha.com/1942.html
上海金融学院,https://daxue.911cha.com/832.html
上海立信会计学院,https://daxue.911cha.com/675.html
上海商学院,https://daxue.911cha.com/908.html
上海海关学院,https://daxue.911cha.com/213.html
上海电机学院,https://daxue.911cha.com/782.html
上海医疗器械高等专科学校,https://daxue.911cha.com/204.html
上海交通大学医学院,https://daxue.911cha.com/206.html
上海旅游高等专科学校,https://daxue.911cha.com/214.html
上海体育学院,https://daxue.911cha.com/216.html
上海音乐学院,https://daxue.911cha.com/217.html
上海戏剧学院,https://daxue.911cha.com/218.html
上海公安高等专科学校,https://daxue.911cha.com/220.html
上海东海职业技术学院,https://daxue.911cha.com/620.html
上海新侨职业技术学院,https://daxue.911cha.com/621.html
上海出版印刷高等专科学校,https://daxue.911cha.com/851.html
上海杉达学院,https://daxue.911cha.com/883.html
上海行健职业学院,https://daxue.911cha.com/1011.html
上海城市管理职业技术学院,https://daxue.911cha.com/1012.html
上海交通职业技术学院,https://daxue.911cha.com/1013.html
上海海事职业技术学院,https://daxue.911cha.com/1014.html
上海电子信息职业技术学院,https://daxue.911cha.com/1015.html
上海震旦职业学院,https://daxue.911cha.com/1045.html
上海民远职业技术学院,https://daxue.911cha.com/1046.html
上海欧华职业技术学院,https://daxue.911cha.com/1047.html
上海思博职业技术学院,https://daxue.911cha.com/1048.html
上海立达职业技术学院,https://daxue.911cha.com/1049.html
上海工艺美术职业学院,https://daxue.911cha.com/1050.html
上海济光职业技术学院,https://daxue.911cha.com/1206.html
上海建桥学院,https://daxue.911cha.com/1207.html
上海工商外国语职业学院,https://daxue.911cha.com/1208.html
上海科学技术职业学院,https://daxue.911cha.com/1209.html
上海农林职业技术学院,https://daxue.911cha.com/1307.html
上海邦德职业技术学院,https://daxue.911cha.com/1308.html
上海兴韦信息技术职业学院,https://daxue.911cha.com/1309.html
上海中侨职业技术学院,https://daxue.911cha.com/1310.html
上海建峰职业技术学院,https://daxue.911cha.com/1311.html
上海外国语大学贤达经济人文学院,https://daxue.911cha.com/1726.html
上海电影艺术职业学院,https://daxue.911cha.com/1828.html
上海中华职业技术学院,https://daxue.911cha.com/1943.html
南京大学,https://daxue.911cha.com/221.html
东南大学,https://daxue.911cha.com/223.html
中国矿业大学,https://daxue.911cha.com/227.html
南京农业大学,https://daxue.911cha.com/238.html
南京理工大学,https://daxue.911cha.com/225.html
苏州大学,https://daxue.911cha.com/222.html
南京师范大学,https://daxue.911cha.com/243.html
南京航空航天大学,https://daxue.911cha.com/224.html
河海大学,https://daxue.911cha.com/231.html
江南大学,https://daxue.911cha.com/232.html
南京医科大学,https://daxue.911cha.com/239.html
南京工业大学,https://daxue.911cha.com/228.html
扬州大学,https://daxue.911cha.com/714.html
江苏大学,https://daxue.911cha.com/234.html
中国药科大学,https://daxue.911cha.com/242.html
南京林业大学,https://daxue.911cha.com/233.html
南京邮电大学,https://daxue.911cha.com/230.html
南京中医药大学,https://daxue.911cha.com/241.html
南京信息工程大学,https://daxue.911cha.com/235.html
江苏师范大学,https://daxue.911cha.com/244.html
南通大学,https://daxue.911cha.com/236.html
常州大学,https://daxue.911cha.com/229.html
江苏科技大学,https://daxue.911cha.com/226.html
南京财经大学,https://daxue.911cha.com/247.html
徐州医学院,https://daxue.911cha.com/240.html
南京审计学院,https://daxue.911cha.com/728.html
苏州科技学院,https://daxue.911cha.com/251.html
江苏理工学院,https://daxue.911cha.com/785.html
淮阴师范学院,https://daxue.911cha.com/245.html
南京工程学院,https://daxue.911cha.com/727.html
盐城师范学院,https://daxue.911cha.com/246.html
常州工学院,https://daxue.911cha.com/681.html
淮海工学院,https://daxue.911cha.com/833.html
盐城工学院,https://daxue.911cha.com/237.html
淮阴工学院,https://daxue.911cha.com/676.html
南京晓庄学院,https://daxue.911cha.com/783.html
常熟理工学院,https://daxue.911cha.com/252.html
金陵科技学院,https://daxue.911cha.com/1954.html
徐州工程学院,https://daxue.911cha.com/896.html
江苏第二师范学院,https://daxue.911cha.com/1969.html
泰州学院,https://daxue.911cha.com/1312.html
江苏警官学院,https://daxue.911cha.com/248.html
南京体育学院,https://daxue.911cha.com/249.html
南京艺术学院,https://daxue.911cha.com/250.html
民办明达职业技术学院,https://daxue.911cha.com/599.html
无锡职业技术学院,https://daxue.911cha.com/617.html
江苏建筑职业技术学院,https://daxue.911cha.com/618.html
南京工业职业技术学院,https://daxue.911cha.com/619.html
南通纺织职业技术学院,https://daxue.911cha.com/656.html
苏州工艺美术职业技术学院,https://daxue.911cha.com/658.html
连云港职业技术学院,https://daxue.911cha.com/677.html
镇江市高等专科学校,https://daxue.911cha.com/678.html
南通职业大学,https://daxue.911cha.com/679.html
苏州职业大学,https://daxue.911cha.com/680.html
三江学院,https://daxue.911cha.com/716.html
沙洲职业工学院,https://daxue.911cha.com/729.html
扬州市职业大学,https://daxue.911cha.com/784.html
江苏经贸职业技术学院,https://daxue.911cha.com/905.html
南京特殊教育职业技术学院,https://daxue.911cha.com/906.html
九州职业技术学院,https://daxue.911cha.com/912.html
紫琅职业技术学院,https://daxue.911cha.com/914.html
硅湖职业技术学院,https://daxue.911cha.com/930.html
泰州职业技术学院,https://daxue.911cha.com/933.html
南京森林警察学院,https://daxue.911cha.com/938.html
常州信息职业技术学院,https://daxue.911cha.com/957.html
江苏联合职业技术学院,https://daxue.911cha.com/1107.html
江苏海事职业技术学院,https://daxue.911cha.com/1108.html
应天职业技术学院,https://daxue.911cha.com/1109.html
无锡科技职业学院,https://daxue.911cha.com/1110.html
扬州环境资源职业技术学院,https://daxue.911cha.com/1111.html
南通农业职业技术学院,https://daxue.911cha.com/1112.html
苏州经贸职业技术学院,https://daxue.911cha.com/1113.html
苏州工业职业技术学院,https://daxue.911cha.com/1114.html
苏州托普信息职业技术学院,https://daxue.911cha.com/1115.html
东南大学成贤学院,https://daxue.911cha.com/1116.html
无锡商业职业技术学院,https://daxue.911cha.com/1117.html
南通航运职业技术学院,https://daxue.911cha.com/1118.html
南京交通职业技术学院,https://daxue.911cha.com/1212.html
淮安信息职业技术学院,https://daxue.911cha.com/1213.html
江苏农牧科技职业学院,https://daxue.911cha.com/1214.html
常州纺织服装职业技术学院,https://daxue.911cha.com/1215.html
苏州农业职业技术学院,https://daxue.911cha.com/1216.html
苏州工业园区职业技术学院,https://daxue.911cha.com/1217.html
太湖创意职业技术学院,https://daxue.911cha.com/1313.html
炎黄职业技术学院,https://daxue.911cha.com/1314.html
南京化工职业技术学院,https://daxue.911cha.com/1315.html
正德职业技术学院,https://daxue.911cha.com/1316.html
钟山职业技术学院,https://daxue.911cha.com/1317.html
无锡南洋职业技术学院,https://daxue.911cha.com/1318.html
江南影视艺术职业学院,https://daxue.911cha.com/1399.html
金肯职业技术学院,https://daxue.911cha.com/1445.html
常州轻工职业技术学院,https://daxue.911cha.com/1446.html
常州工程职业技术学院,https://daxue.911cha.com/1447.html
江苏农林职业技术学院,https://daxue.911cha.com/1448.html
江苏食品药品职业技术学院,https://daxue.911cha.com/1449.html
建东职业技术学院,https://daxue.911cha.com/1450.html
南京铁道职业技术学院,https://daxue.911cha.com/1451.html
徐州工业职业技术学院,https://daxue.911cha.com/1452.html
江苏信息职业技术学院,https://daxue.911cha.com/1453.html
宿迁职业技术学院,https://daxue.911cha.com/1454.html
南京信息职业技术学院,https://daxue.911cha.com/1455.html
江海职业技术学院,https://daxue.911cha.com/1456.html
常州机电职业技术学院,https://daxue.911cha.com/1457.html
江阴职业技术学院,https://daxue.911cha.com/1470.html
无锡太湖学院,https://daxue.911cha.com/1672.html
中国矿业大学徐海学院,https://daxue.911cha.com/1678.html
南京大学金陵学院,https://daxue.911cha.com/1735.html
南京理工大学紫金学院,https://daxue.911cha.com/1743.html
南京航空航天大学金城学院,https://daxue.911cha.com/1744.html
中国传媒大学南广学院,https://daxue.911cha.com/1776.html
无锡城市职业技术学院,https://daxue.911cha.com/1829.html
无锡工艺职业技术学院,https://daxue.911cha.com/1830.html
金山职业技术学院,https://daxue.911cha.com/1831.html
健雄职业技术学院,https://daxue.911cha.com/1832.html
盐城工业职业技术学院,https://daxue.911cha.com/1833.html
江苏财经职业技术学院,https://daxue.911cha.com/1834.html
扬州工业职业技术学院,https://daxue.911cha.com/1835.html
南京理工大学泰州科技学院,https://daxue.911cha.com/1910.html
南京师范大学泰州学院,https://daxue.911cha.com/1911.html
浙江大学,https://daxue.911cha.com/253.html
浙江工业大学,https://daxue.911cha.com/255.html
浙江师范大学,https://daxue.911cha.com/261.html
宁波大学,https://daxue.911cha.com/834.html
浙江理工大学,https://daxue.911cha.com/256.html
杭州师范大学,https://daxue.911cha.com/262.html
温州医科大学,https://daxue.911cha.com/259.html
浙江工商大学,https://daxue.911cha.com/268.html
杭州电子科技大学,https://daxue.911cha.com/254.html
浙江农林大学,https://daxue.911cha.com/258.html
温州大学,https://daxue.911cha.com/266.html
中国计量学院,https://daxue.911cha.com/271.html
浙江中医药大学,https://daxue.911cha.com/260.html
浙江财经大学,https://daxue.911cha.com/787.html
绍兴文理学院,https://daxue.911cha.com/264.html
浙江海洋学院,https://daxue.911cha.com/257.html
湖州师范学院,https://daxue.911cha.com/263.html
嘉兴学院,https://daxue.911cha.com/269.html
浙江科技学院,https://daxue.911cha.com/682.html
宁波工程学院,https://daxue.911cha.com/683.html
台州学院,https://daxue.911cha.com/265.html
浙江万里学院,https://daxue.911cha.com/640.html
丽水学院,https://daxue.911cha.com/267.html
浙江外国语学院,https://daxue.911cha.com/1956.html
浙江水利水电学院,https://daxue.911cha.com/786.html
衢州学院,https://daxue.911cha.com/789.html
中国美术学院,https://daxue.911cha.com/270.html
公安海警学院,https://daxue.911cha.com/602.html
宁波职业技术学院,https://daxue.911cha.com/629.html
温州职业技术学院,https://daxue.911cha.com/630.html
浙江警察学院,https://daxue.911cha.com/788.html
浙江传媒学院,https://daxue.911cha.com/835.html
浙江树人学院,https://daxue.911cha.com/889.html
浙江交通职业技术学院,https://daxue.911cha.com/901.html
金华职业技术学院,https://daxue.911cha.com/919.html
宁波城市职业技术学院,https://daxue.911cha.com/1086.html
浙江工商职业技术学院,https://daxue.911cha.com/1198.html
台州职业技术学院,https://daxue.911cha.com/1199.html
浙江工贸职业技术学院,https://daxue.911cha.com/1200.html
浙江越秀外国语学院,https://daxue.911cha.com/1201.html
浙江医药高等专科学校,https://daxue.911cha.com/1261.html
浙江机电职业技术学院,https://daxue.911cha.com/1262.html
浙江建设职业技术学院,https://daxue.911cha.com/1263.html
浙江艺术职业学院,https://daxue.911cha.com/1264.html
浙江经贸职业技术学院,https://daxue.911cha.com/1265.html
浙江经济职业技术学院,https://daxue.911cha.com/1266.html
浙江旅游职业学院,https://daxue.911cha.com/1267.html
浙江育英职业技术学院,https://daxue.911cha.com/1268.html
浙江警官职业学院,https://daxue.911cha.com/1269.html
浙江金融职业学院,https://daxue.911cha.com/1270.html
浙江工业职业技术学院,https://daxue.911cha.com/1271.html
杭州职业技术学院,https://daxue.911cha.com/1272.html
嘉兴职业技术学院,https://daxue.911cha.com/1273.html
湖州职业技术学院,https://daxue.911cha.com/1274.html
绍兴职业技术学院,https://daxue.911cha.com/1275.html
衢州职业技术学院,https://daxue.911cha.com/1276.html
丽水职业技术学院,https://daxue.911cha.com/1277.html
宁波大红鹰学院,https://daxue.911cha.com/1385.html
浙江东方职业技术学院,https://daxue.911cha.com/1386.html
义乌工商职业技术学院,https://daxue.911cha.com/1387.html
浙江大学城市学院,https://daxue.911cha.com/1400.html
浙江大学宁波理工学院,https://daxue.911cha.com/1401.html
浙江医学高等专科学校,https://daxue.911cha.com/1402.html
浙江纺织服装职业技术学院,https://daxue.911cha.com/1403.html
嘉兴南洋职业技术学院,https://daxue.911cha.com/1404.html
浙江广厦建设职业技术学院,https://daxue.911cha.com/1405.html
杭州万向职业技术学院,https://daxue.911cha.com/1406.html
浙江工业大学之江学院,https://daxue.911cha.com/1515.html
浙江师范大学行知学院,https://daxue.911cha.com/1516.html
宁波大学科学技术学院,https://daxue.911cha.com/1517.html
杭州电子科技大学信息工程学院,https://daxue.911cha.com/1518.html
浙江理工大学科技与艺术学院,https://daxue.911cha.com/1519.html
浙江海洋学院东海科学技术学院,https://daxue.911cha.com/1520.html
浙江农林大学天目学院,https://daxue.911cha.com/1521.html
温州医科大学仁济学院,https://daxue.911cha.com/1522.html
浙江中医药大学滨江学院,https://daxue.911cha.com/1523.html
杭州师范大学钱江学院,https://daxue.911cha.com/1524.html
湖州师范学院求真学院,https://daxue.911cha.com/1525.html
绍兴文理学院元培学院,https://daxue.911cha.com/1526.html
温州大学瓯江学院,https://daxue.911cha.com/1527.html
浙江工商大学杭州商学院,https://daxue.911cha.com/1528.html
嘉兴学院南湖学院,https://daxue.911cha.com/1529.html
中国计量学院现代科技学院,https://daxue.911cha.com/1530.html
浙江财经大学东方学院,https://daxue.911cha.com/1531.html
宁波天一职业技术学院,https://daxue.911cha.com/1824.html
浙江长征职业技术学院,https://daxue.911cha.com/1904.html
中国科学技术大学,https://daxue.911cha.com/273.html
合肥工业大学,https://daxue.911cha.com/274.html
安徽大学,https://daxue.911cha.com/272.html
安徽师范大学,https://daxue.911cha.com/283.html
安徽医科大学,https://daxue.911cha.com/279.html
安徽农业大学,https://daxue.911cha.com/278.html
安徽理工大学,https://daxue.911cha.com/276.html
安徽工业大学,https://daxue.911cha.com/275.html
安徽财经大学,https://daxue.911cha.com/290.html
安徽工程大学,https://daxue.911cha.com/277.html
安徽中医药大学,https://daxue.911cha.com/282.html
安徽建筑大学,https://daxue.911cha.com/641.html
淮北师范大学,https://daxue.911cha.com/286.html
皖南医学院,https://daxue.911cha.com/281.html
阜阳师范学院,https://daxue.911cha.com/284.html
蚌埠医学院,https://daxue.911cha.com/280.html
安庆师范学院,https://daxue.911cha.com/285.html
皖西学院,https://daxue.911cha.com/288.html
安徽科技学院,https://daxue.911cha.com/642.html
淮南师范学院,https://daxue.911cha.com/293.html
合肥师范学院,https://daxue.911cha.com/1952.html
合肥学院,https://daxue.911cha.com/684.html
铜陵学院,https://daxue.911cha.com/294.html
滁州学院,https://daxue.911cha.com/289.html
黄山学院,https://daxue.911cha.com/287.html
池州学院,https://daxue.911cha.com/731.html
宿州学院,https://daxue.911cha.com/291.html
巢湖学院,https://daxue.911cha.com/292.html
蚌埠学院,https://daxue.911cha.com/730.html
安徽职业技术学院,https://daxue.911cha.com/635.html
安徽三联学院,https://daxue.911cha.com/657.html
淮北职业技术学院,https://daxue.911cha.com/659.html
芜湖职业技术学院,https://daxue.911cha.com/685.html
淮南联合大学,https://daxue.911cha.com/732.html
安徽商贸职业技术学院,https://daxue.911cha.com/927.html
安徽水利水电职业技术学院,https://daxue.911cha.com/928.html
阜阳职业技术学院,https://daxue.911cha.com/929.html
安徽新华学院,https://daxue.911cha.com/941.html
铜陵职业技术学院,https://daxue.911cha.com/942.html
民办万博科技职业学院,https://daxue.911cha.com/943.html
安徽警官职业学院,https://daxue.911cha.com/944.html
淮南职业技术学院,https://daxue.911cha.com/945.html
安徽工业经济职业技术学院,https://daxue.911cha.com/967.html
蚌埠坦克学院,https://daxue.911cha.com/990.html
炮兵学院,https://daxue.911cha.com/992.html
合肥通用职业技术学院,https://daxue.911cha.com/994.html
安徽文达信息工程学院,https://daxue.911cha.com/1218.html
安徽工贸职业技术学院,https://daxue.911cha.com/1219.html
宿州职业技术学院,https://daxue.911cha.com/1220.html
六安职业技术学院,https://daxue.911cha.com/1221.html
安徽电子信息职业技术学院,https://daxue.911cha.com/1222.html
民办合肥经济技术职业学院,https://daxue.911cha.com/1223.html
安徽交通职业技术学院,https://daxue.911cha.com/1224.html
安徽体育运动职业技术学院,https://daxue.911cha.com/1225.html
安徽医学高等专科学校,https://daxue.911cha.com/1319.html
亳州师范高等专科学校,https://daxue.911cha.com/1320.html
合肥职业技术学院,https://daxue.911cha.com/1425.html
滁州职业技术学院,https://daxue.911cha.com/1426.html
池州职业技术学院,https://daxue.911cha.com/1427.html
宣城职业技术学院,https://daxue.911cha.com/1428.html
安徽广播影视职业技术学院,https://daxue.911cha.com/1429.html
民办合肥滨湖职业技术学院,https://daxue.911cha.com/1430.html
安徽外国语学院,https://daxue.911cha.com/1431.html
安徽电气工程职业技术学院,https://daxue.911cha.com/1557.html
安徽冶金科技职业学院,https://daxue.911cha.com/1558.html
安徽城市管理职业学院,https://daxue.911cha.com/1559.html
安徽机电职业技术学院,https://daxue.911cha.com/1560.html
安徽工商职业学院,https://daxue.911cha.com/1561.html
安徽中澳科技职业学院,https://daxue.911cha.com/1562.html
阜阳科技职业学院,https://daxue.911cha.com/1563.html
亳州职业技术学院,https://daxue.911cha.com/1564.html
安徽国防科技职业学院,https://daxue.911cha.com/1565.html
安庆职业技术学院,https://daxue.911cha.com/1566.html
安徽艺术职业学院,https://daxue.911cha.com/1567.html
安徽财经大学商学院,https://daxue.911cha.com/1705.html
安徽大学江淮学院,https://daxue.911cha.com/1706.html
安徽工程大学机电学院,https://daxue.911cha.com/1707.html
安徽工业大学工商学院,https://daxue.911cha.com/1708.html
安徽建筑大学城市建设学院,https://daxue.911cha.com/1709.html
安徽农业大学经济技术学院,https://daxue.911cha.com/1710.html
安徽师范大学皖江学院,https://daxue.911cha.com/1711.html
安徽医科大学临床医学院,https://daxue.911cha.com/1712.html
阜阳师范学院信息工程学院,https://daxue.911cha.com/1713.html
淮北师范大学信息学院,https://daxue.911cha.com/1714.html
马鞍山师范高等专科学校,https://daxue.911cha.com/1841.html
安徽财贸职业学院,https://daxue.911cha.com/1913.html
安徽国际商务职业学院,https://daxue.911cha.com/1914.html
安徽公安职业学院,https://daxue.911cha.com/1915.html
安徽林业职业技术学院,https://daxue.911cha.com/1916.html
安徽审计职业学院,https://daxue.911cha.com/1917.html
安徽新闻出版职业技术学院,https://daxue.911cha.com/1918.html
安徽邮电职业技术学院,https://daxue.911cha.com/1919.html
安徽工业职业技术学院,https://daxue.911cha.com/1920.html
厦门大学,https://daxue.911cha.com/295.html
福州大学,https://daxue.911cha.com/297.html
福建师范大学,https://daxue.911cha.com/303.html
福建农林大学,https://daxue.911cha.com/299.html
华侨大学,https://daxue.911cha.com/296.html
福建医科大学,https://daxue.911cha.com/301.html
集美大学,https://daxue.911cha.com/300.html
福建中医药大学,https://daxue.911cha.com/302.html
闽南师范大学,https://daxue.911cha.com/308.html
泉州师范学院,https://daxue.911cha.com/307.html
福建工程学院,https://daxue.911cha.com/298.html
厦门理工学院,https://daxue.911cha.com/686.html
闽江学院,https://daxue.911cha.com/304.html
莆田学院,https://daxue.911cha.com/791.html
宁德师范学院,https://daxue.911cha.com/306.html
武夷学院,https://daxue.911cha.com/305.html
三明学院,https://daxue.911cha.com/733.html
龙岩学院,https://daxue.911cha.com/734.html
福建江夏学院,https://daxue.911cha.com/1844.html
福建船政交通职业学院,https://daxue.911cha.com/632.html
福建商业高等专科学校,https://daxue.911cha.com/735.html
漳州职业技术学院,https://daxue.911cha.com/736.html
闽西职业技术学院,https://daxue.911cha.com/737.html
黎明职业大学,https://daxue.911cha.com/738.html
福建警察学院,https://daxue.911cha.com/790.html
福建华南女子职业学院,https://daxue.911cha.com/792.html
福州职业技术学院,https://daxue.911cha.com/794.html
仰恩大学,https://daxue.911cha.com/858.html
福建林业职业技术学院,https://daxue.911cha.com/1070.html
福建信息职业技术学院,https://daxue.911cha.com/1071.html
福建水利电力职业技术学院,https://daxue.911cha.com/1072.html
福建电力职业技术学院,https://daxue.911cha.com/1073.html
厦门海洋职业技术学院,https://daxue.911cha.com/1074.html
福建农业职业技术学院,https://daxue.911cha.com/1075.html
泉州医学高等专科学校,https://daxue.911cha.com/1076.html
福州英华职业学院,https://daxue.911cha.com/1120.html
厦门华厦职业学院,https://daxue.911cha.com/1121.html
闽南理工学院,https://daxue.911cha.com/1122.html
泉州纺织服装职业学院,https://daxue.911cha.com/1123.html
泉州华光职业学院,https://daxue.911cha.com/1321.html
泉州理工职业学院,https://daxue.911cha.com/1322.html
福建师范大学闽南科技学院,https://daxue.911cha.com/1383.html
福建农林大学东方学院,https://daxue.911cha.com/1384.html
华侨大学厦门工学院,https://daxue.911cha.com/1458.html
福州大学阳光学院,https://daxue.911cha.com/1619.html
厦门大学嘉庚学院,https://daxue.911cha.com/1620.html
集美大学诚毅学院,https://daxue.911cha.com/1621.html
福建师范大学协和学院,https://daxue.911cha.com/1622.html
福建警官职业学院,https://daxue.911cha.com/1815.html
福州外语外贸学院,https://daxue.911cha.com/1843.html
闽北职业技术学院,https://daxue.911cha.com/1845.html
福州黎明职业技术学院,https://daxue.911cha.com/1846.html
泉州信息职业技术学院,https://daxue.911cha.com/1847.html
厦门演艺职业学院,https://daxue.911cha.com/1848.html
厦门华天涉外职业技术学院,https://daxue.911cha.com/1849.html
福州科技职业技术学院,https://daxue.911cha.com/1850.html
泉州经贸职业技术学院,https://daxue.911cha.com/1851.html
福建对外经济贸易职业技术学院,https://daxue.911cha.com/1852.html
湄洲湾职业技术学院,https://daxue.911cha.com/1853.html
福州海峡职业技术学院,https://daxue.911cha.com/1854.html
南昌大学,https://daxue.911cha.com/309.html
江西师范大学,https://daxue.911cha.com/318.html
江西财经大学,https://daxue.911cha.com/323.html
江西农业大学,https://daxue.911cha.com/315.html
江西理工大学,https://daxue.911cha.com/313.html
景德镇陶瓷学院,https://daxue.911cha.com/314.html
东华理工大学,https://daxue.911cha.com/311.html
华东交通大学,https://daxue.911cha.com/310.html
南昌航空大学,https://daxue.911cha.com/312.html
赣南师范学院,https://daxue.911cha.com/321.html
江西中医药大学,https://daxue.911cha.com/316.html
井冈山大学,https://daxue.911cha.com/322.html
九江学院,https://daxue.911cha.com/890.html
赣南医学院,https://daxue.911cha.com/317.html
上饶师范学院,https://daxue.911cha.com/319.html
江西科技师范大学,https://daxue.911cha.com/739.html
宜春学院,https://daxue.911cha.com/320.html
南昌工程学院,https://daxue.911cha.com/740.html
新余学院,https://daxue.911cha.com/797.html
南昌师范学院,https://daxue.911cha.com/1958.html
萍乡学院,https://daxue.911cha.com/645.html
景德镇学院,https://daxue.911cha.com/644.html
江西工业职业技术学院,https://daxue.911cha.com/610.html
江西科技学院,https://daxue.911cha.com/615.html
江西医学院上饶分院,https://daxue.911cha.com/643.html
江西警察学院,https://daxue.911cha.com/795.html
九江职业大学,https://daxue.911cha.com/796.html
九江职业技术学院,https://daxue.911cha.com/859.html
江西渝州科技职业学院,https://daxue.911cha.com/1176.html
江西司法警官职业学院,https://daxue.911cha.com/1323.html
江西陶瓷工艺美术职业技术学院,https://daxue.911cha.com/1324.html
江西旅游商贸职业学院,https://daxue.911cha.com/1326.html
江西电力职业技术学院,https://daxue.911cha.com/1327.html
江西环境工程职业学院,https://daxue.911cha.com/1328.html
江西艺术职业学院,https://daxue.911cha.com/1329.html
鹰潭职业技术学院,https://daxue.911cha.com/1330.html
江西城市职业学院,https://daxue.911cha.com/1331.html
江西信息应用职业技术学院,https://daxue.911cha.com/1332.html
江西交通职业技术学院,https://daxue.911cha.com/1333.html
江西财经职业学院,https://daxue.911cha.com/1334.html
江西应用技术职业学院,https://daxue.911cha.com/1335.html
江西现代职业技术学院,https://daxue.911cha.com/1336.html
江西工程职业学院,https://daxue.911cha.com/1337.html
江西机电职业技术学院,https://daxue.911cha.com/1367.html
江西服装学院,https://daxue.911cha.com/1590.html
江西科技职业学院,https://daxue.911cha.com/1591.html
南昌职业学院,https://daxue.911cha.com/1592.html
南昌工学院,https://daxue.911cha.com/1593.html
江西外语外贸职业学院,https://daxue.911cha.com/1594.html
江西工业贸易职业技术学院,https://daxue.911cha.com/1595.html
宜春职业技术学院,https://daxue.911cha.com/1596.html
江西应用工程职业学院,https://daxue.911cha.com/1597.html
江西生物科技职业学院,https://daxue.911cha.com/1598.html
江西建设职业技术学院,https://daxue.911cha.com/1599.html
抚州职业技术学院,https://daxue.911cha.com/1600.html
南昌大学科学技术学院,https://daxue.911cha.com/1601.html
南昌大学共青学院,https://daxue.911cha.com/1602.html
华东交通大学理工学院,https://daxue.911cha.com/1603.html
南昌航空大学科技学院,https://daxue.911cha.com/1604.html
江西理工大学应用科学学院,https://daxue.911cha.com/1605.html
景德镇陶瓷学院科技艺术学院,https://daxue.911cha.com/1606.html
江西农业大学南昌商学院,https://daxue.911cha.com/1607.html
江西中医药大学科技学院,https://daxue.911cha.com/1608.html
江西师范大学科学技术学院,https://daxue.911cha.com/1609.html
赣南师范学院科技学院,https://daxue.911cha.com/1610.html
江西科技师范学院理工学院,https://daxue.911cha.com/1611.html
江西财经大学现代经济管理学院,https://daxue.911cha.com/1612.html
南昌师范高等专科学校,https://daxue.911cha.com/1855.html
江西中医药高等专科学校,https://daxue.911cha.com/1856.html
江西先锋软件职业技术学院,https://daxue.911cha.com/1857.html
江西经济管理职业学院,https://daxue.911cha.com/1929.html
江西制造职业技术学院,https://daxue.911cha.com/1930.html
江西工业工程职业技术学院,https://daxue.911cha.com/1931.html
江西青年职业学院,https://daxue.911cha.com/1932.html
上饶职业技术学院,https://daxue.911cha.com/1933.html
江西航空职业技术学院,https://daxue.911cha.com/1934.html
江西农业工程职业学院,https://daxue.911cha.com/1935.html
赣西科技职业学院,https://daxue.911cha.com/1936.html
东华理工大学长江学院,https://daxue.911cha.com/1944.html
山东大学,https://daxue.911cha.com/324.html
中国海洋大学,https://daxue.911cha.com/325.html
山东师范大学,https://daxue.911cha.com/342.html
山东农业大学,https://daxue.911cha.com/333.html
山东科技大学,https://daxue.911cha.com/326.html
青岛大学,https://daxue.911cha.com/687.html
青岛科技大学,https://daxue.911cha.com/327.html
曲阜师范大学,https://daxue.911cha.com/343.html
济南大学,https://daxue.911cha.com/328.html
烟台大学,https://daxue.911cha.com/688.html
青岛理工大学,https://daxue.911cha.com/329.html
山东财经大学,https://daxue.911cha.com/352.html
山东理工大学,https://daxue.911cha.com/332.html
山东中医药大学,https://daxue.911cha.com/338.html
聊城大学,https://daxue.911cha.com/344.html
山东建筑大学,https://daxue.911cha.com/330.html
青岛农业大学,https://daxue.911cha.com/334.html
鲁东大学,https://daxue.911cha.com/347.html
齐鲁工业大学,https://daxue.911cha.com/331.html
临沂大学,https://daxue.911cha.com/348.html
潍坊医学院,https://daxue.911cha.com/335.html
泰山医学院,https://daxue.911cha.com/336.html
山东工商学院,https://daxue.911cha.com/847.html
滨州医学院,https://daxue.911cha.com/337.html
德州学院,https://daxue.911cha.com/345.html
济宁医学院,https://daxue.911cha.com/340.html
潍坊学院,https://daxue.911cha.com/689.html
山东交通学院,https://daxue.911cha.com/798.html
滨州学院,https://daxue.911cha.com/346.html
泰山学院,https://daxue.911cha.com/349.html
枣庄学院,https://daxue.911cha.com/646.html
菏泽学院,https://daxue.911cha.com/351.html
山东政法学院,https://daxue.911cha.com/1955.html
济宁学院,https://daxue.911cha.com/350.html
山东青年政治学院,https://daxue.911cha.com/1962.html
齐鲁师范学院,https://daxue.911cha.com/1967.html
山东女子学院,https://daxue.911cha.com/1971.html
山东管理学院,https://daxue.911cha.com/1972.html
山东农业工程学院,https://daxue.911cha.com/1973.html
